	0	1	2	3	4	5	6	7	8	9
130515_C2_stim_CD19-_14127	0.01	-0.0043481575	0.0079418849	0.000736228	0.0001604352	0.008514125	-0.0098846899	0.0003552263	-0.0041074321	-0.0045286885
130515_C2_stim_CD19-_3102	0.01	-0.0170823751	-0.0173918588	-0.006033213	0.0072019434	-0.0131296824	-0.0006888457	-0.0053453138	0.0024420905	0.0006355421
130515_C2_stim_CD19-_5087	0.01	0.0095946323	-0.0030792086	-0.0010739794	-0.0014433147	-0.0021215055	0.0092391342	0.0011857533	-0.0006372747	-0.0003411222
130515_C2_stim_CD19-_6128	0.01	0.0071131468	0.0039458043	0.0012113481	0.0219397429	0.0051143223	-0.0110045645	-0.0018020884	0.003599969	0.0023683957
130515_C2_stim_CD19-_5533	0.01	-0.0129802717	0.0025110996	-0.0045228432	-0.0035615983	0.0159080266	0.0068971594	0.0015083767	0.0037271943	0.0028889919
130515_C2_stim_CD19-_9525	0.01	-0.0121181709	0.0021826541	-0.0043235385	-0.0036483578	0.0168873253	0.0048680947	0.0019695968	0.0012205691	0.0010126263
130515_C2_stim_CD19-_7493	0.01	0.0097730286	-0.0033816508	-0.0011686296	-0.0021793002	-0.002484487	0.0107066121	0.0014486546	-0.0010221676	-0.0005566179
130515_C2_stim_CD19-_5131	0.01	-0.0159369292	-0.019995069	-0.0017789964	0.0083199353	-0.0189734705	-0.0044584242	-0.0006161616	0.0008039654	-0.0011418359
130515_C2_stim_CD19-_11514	0.01	0.0084487498	-0.0024944801	-0.0007677894	-0.0027648307	-0.001151034	0.00556391	0.0013076836	-0.0038101616	-0.0022119299
130515_C2_stim_CD19-_9906	0.01	0.0095768691	-0.0033517296	-0.0011395985	-0.0030379847	-0.0023479974	0.0089623885	0.0010752013	-0.0005181738	-0.0002929075
130515_C2_stim_CD19-_15470	0.01	-0.0136630069	-0.0008984094	-0.0054480671	-0.0020998895	0.0147276083	0.0063853851	0.0009129014	0.0039425284	0.0028603548
130515_C2_stim_CD19-_15498	0.01	0.0094464847	-0.0021185892	-0.0007911638	0.0026431641	-0.0011278787	0.0073143859	0.0009279676	-0.0001071506	2.94935e-05
130515_C2_stim_CD19-_15748	0.01	-0.0033239375	-0.0062096714	0.0020659722	-0.0075054628	-0.0066730134	-0.0122646233	-0.0005023158	-0.0114237177	-0.004305924
130515_C2_stim_CD19-_14026	0.01	0.0089241272	-0.0015722395	-0.0006446604	0.0034590506	-0.0005153156	0.0055243455	0.0006799745	0.0001570082	0.0001711159
130515_C2_stim_CD19-_3407	0.01	-0.0085381354	0.0017372852	-0.0026776817	-0.0054909763	0.011910557	-0.0018024428	0.0011991809	-0.0022444152	-0.0015494862
130515_C2_stim_CD19-_8490	0.01	-0.0166323387	-0.0205374662	-0.0006068273	0.0076863237	-0.0179210385	-0.0044095282	-0.0001641441	-0.0027913574	0.0023285914
130515_C2_stim_CD19-_13669	0.01	-0.012562037	0.0061609848	-0.0024139866	-0.003852238	0.0098545725	0.0076407772	0.0009382965	0.0057126907	0.0043754369
130515_C2_stim_CD19-_12366	0.01	0.0059766182	-0.0030578059	-0.0007149931	-0.0198305375	-0.0001287968	-0.0218986461	-0.0058746593	0.0098061324	0.0052707186
130515_C2_stim_CD19-_2863	0.01	-0.0167972891	-0.0159895337	-0.0054034966	0.0064138045	-0.010378203	-6.38674e-05	-0.0039367112	0.0034631163	3.36006e-05
130515_C2_stim_CD19-_1657	0.01	-0.010618984	0.0045654496	-0.003065248	-0.0011556306	0.0147214676	0.0032794924	0.0015499557	0.0011699695	0.0006332561
130515_C2_stim_CD19-_4651	0.01	0.0090898031	-0.0015291535	-0.0005861081	0.0040615331	-0.0005288192	0.0052085201	0.0006194351	0.0002415566	0.0002333741
130515_C2_stim_CD19-_5186	0.01	-0.0138361941	-0.0127373226	-0.0031729946	0.0020187763	-0.0072773307	-0.0048765078	-0.0025343417	-0.0191753285	-0.0076192806
130515_C2_stim_CD19-_8025	0.01	-0.016554103	-0.0163240499	-0.0056297568	0.0061955781	-0.0116276284	-0.0012833333	-0.0044149544	-1.1559e-05	-1.10509e-05
130515_C2_stim_CD19-_3212	0.01	-0.0089950998	0.0245447873	0.008630424	-0.0030106083	-0.0195935444	0.0041819565	-0.0015396378	0.0034982483	0.0021670061
130515_C2_stim_CD19-_13873	0.01	0.0060511253	0.0058177399	0.0017898014	0.0254081699	0.0061748277	-0.0147808636	-0.0023602735	0.0042620638	0.0027021577
130515_C2_stim_CD19-_4969	0.01	0.0098437585	-0.0034256912	-0.0011925869	-0.0021619502	-0.0025517187	0.0110966017	0.001504456	-0.0010284538	-0.0005609399
130515_C2_stim_CD19-_15263	0.01	0.0093901385	-0.0028060122	-0.0010057901	-0.000691585	-0.0018417951	0.0090267756	0.0013164118	-0.0013360017	-0.000775934
130515_C2_stim_CD19-_13716	0.01	-0.0083921574	0.0230079531	0.0078924502	-0.0027875875	-0.0166323375	0.0026550493	-0.0012491966	0.0022176844	0.0011210518
