	0	1	2	3	4	5	6	7	8	9
130515_C2_stim_CD19-_100	-0.0079200623	-0.0017822915	-2.40489e-05	0.0076414571	0.0069996445	0.0033898624	-0.0133083222	0.0007041505	-0.0010060611	-0.0006152487
130515_C2_stim_CD19-_101	-0.0079200623	0.0144994038	0.0175543028	-0.0043181513	-0.0046079745	-0.0184249842	-0.0055516727	-0.0004798357	0.0001066721	-0.0022536138
130515_C2_stim_CD19-_102	-0.0079200623	-0.0071544986	0.0025352178	0.0005345313	0.0019235122	-0.00212735	0.006272411	0.0005674627	-0.0001311363	2.01616e-05
130515_C2_stim_CD19-_103	-0.0079200623	-0.0058377183	-0.00231739	-0.0109427684	-0.0115090824	0.0034755788	-0.0072022767	-0.0031629287	0.0014989974	0.0001479189
130515_C2_stim_CD19-_104	-0.0079200623	-0.0042062428	-0.0031589865	-0.0093756973	-0.0102147221	0.0041006258	-0.007786334	-0.0001176203	-9.75957e-05	-0.0001323398
130515_C2_stim_CD19-_105	-0.0079200623	0.008678598	-0.0017581649	-0.0013591101	0.0046151104	0.0109422947	0.0019293043	0.0009801459	-0.0011273204	0.0002217514
130515_C2_stim_CD19-_106	-0.0079200623	-0.0054960149	-0.0029721885	-0.0119346928	-0.0127471438	0.0041343701	-0.0089313043	-0.0035610873	0.0016495402	0.0001481207
130515_C2_stim_CD19-_107	-0.0079200623	-0.0075019523	0.0026374856	0.0001102095	0.0015896982	-0.0024417057	0.0076764444	0.0010793388	-0.0003297052	-1.88069e-05
130515_C2_stim_CD19-_108	-0.0079200623	0.013538649	0.0108743158	-0.0047923047	0.0002435809	-0.005428612	0.0003071162	-0.002967083	0.0011844106	-0.0012863143
130515_C2_stim_CD19-_109	-0.0079200623	0.0134700216	0.0144815225	-0.0031188108	-0.0034505835	-0.0133889256	-0.0042303031	-0.0001168948	-0.0003129145	0.0005069756
130515_C2_stim_CD19-_110	-0.0079200623	0.0043680543	-0.0036894479	0.0034659243	0.0025645097	0.0071148847	-0.0078227191	0.0136805379	-0.0076259607	-0.0010451043
130515_C2_stim_CD19-_111	-0.0079200623	-0.0054061551	0.0011760256	0.0003925939	0.0005269526	4.2488e-05	0.0031621914	0.0065126715	-0.0032224525	-1.8483e-05
130515_C2_stim_CD19-_112	-0.0079200623	0.0089295418	-0.0024715547	-0.0019477099	0.0049022126	0.0119513744	0.0035561113	-1.69714e-05	-0.0005115571	0.0002426747
130515_C2_stim_CD19-_113	-0.0079200623	-0.0075049512	0.0027804756	0.0006395522	0.0021327375	-0.0025508409	0.0076439882	0.0010418354	-0.000317768	-4.67162e-05
130515_C2_stim_CD19-_114	-0.0079200623	-0.0045419879	0.001979738	0.0085741469	0.008237949	0.0013985134	-0.0132459712	-0.0044534598	0.001653332	-0.0002224776
130515_C2_stim_CD19-_115	-0.0079200623	-0.0059380573	0.001817476	0.001659095	0.0017484199	-0.0008274014	0.0031721709	0.0046264332	-0.0022595974	6.98352e-05
130515_C2_stim_CD19-_116	-0.0079200623	-0.0073703448	0.0025926963	0.0003751803	0.0017952604	-0.0023487945	0.0072546326	0.001262948	-0.0004417647	-1.77121e-05
130515_C2_stim_CD19-_117	-0.0079200623	0.0049402958	-0.0063598086	8.19967e-05	0.0013447888	0.0071744393	-0.0043817068	0.0034245867	-0.0026191118	-0.0002494577
